Account Number,Investment Name,Symbol,Shares,Share Price,Total Value,
73598024,VANGUARD EMERGING MARKETS STOCK INDEX ADMIRAL CL,VEMAX,99.93,49.82,4978.51,
73598024,VANGUARD DEVELOPED MARKETS INDEX ADMIRAL CL,VTMGX,334.702,23.33,7808.6,
73598024,VANGUARD DIVIDEND APPREC INDEX ADMIRAL CL,VDADX,106.594,66.68,7107.69,
73598024,VANGUARD FEDERAL MONEY MARKET INVESTOR CL,VMFXX,81654.14,1,81654.14,

38652403,VANGUARD TOTAL INTL STOCK INDEX ETF,VXUS,614,86.92,53368.88,
38652403,VANGUARD MORNINGSTAR TOTAL STOCK MARKET ETF,VTI,216,380.65,82220.4,
38652403,VANGUARD FEDERAL MONEY MARKET INVESTOR CL,VMFXX,2488.06,1,2488.06,



Account Number,Trade Date,Settlement Date,Transaction Type,Transaction Description,Investment Name,Symbol,Shares,Share Price,Principal Amount,Commissions and Fees,Net Amount,Accrued Interest,Account Type,
73598024,2026-07-31,2026-07-31,Reinvestment,Dividend Reinvestment,VANGUARD FEDERAL MONEY MARKET INVESTOR CL,VMFXX,0.00000,0.0,-247.72,0.0,-247.72,0.0,CASH,
73598024,2026-07-31,2026-07-31,Dividend,Dividend Received,VANGUARD FEDERAL MONEY MARKET INVESTOR CL,VMFXX,0.00000,0.0,247.72,0.0,247.72,0.0,CASH,
38652403,2026-07-31,2026-07-31,Dividend,Dividend Received,VANGUARD FEDERAL MONEY MARKET INVESTOR CL,VMFXX,0.00000,0.0,7.55,0.0,7.55,0.0,CASH,
38652403,2026-07-31,2026-07-31,Reinvestment,Dividend Reinvestment,VANGUARD FEDERAL MONEY MARKET INVESTOR CL,VMFXX,0.00000,0.0,-7.55,0.0,-7.55,0.0,CASH,


Account Number,Trade Date,Run Date,Transaction Activity,Transaction Description,Investment Name,Share Price,Transaction Shares,Dollar Amount,


